Location,Period,Indicator,SkilledProf,MortRate
Lithuania,2011,Births attended by skilled health personnel (%),100,10
Lithuania,2010,Births attended by skilled health personnel (%),100,10
Lithuania,2009,Births attended by skilled health personnel (%),100,11
Lithuania,2008,Births attended by skilled health personnel (%),100,13
Lithuania,2007,Births attended by skilled health personnel (%),100,14
Lithuania,2006,Births attended by skilled health personnel (%),100,14
Lithuania,2005,Births attended by skilled health personnel (%),100,14
Lithuania,2004,Births attended by skilled health personnel (%),100,13
Lithuania,2003,Births attended by skilled health personnel (%),100,14
Lithuania,2002,Births attended by skilled health personnel (%),100,14
Lithuania,2001,Births attended by skilled health personnel (%),100,16
Lithuania,2000,Births attended by skilled health personnel (%),100,17
Luxembourg,2009,Births attended by skilled health personnel (%),99.9,7
Luxembourg,2003,Births attended by skilled health personnel (%),99.9,8
Madagascar,2013,Births attended by skilled health personnel (%),44.3,394
Madagascar,2009,Births attended by skilled health personnel (%),43.9,474
Malawi,2016,Births attended by skilled health personnel (%),89.8,358
Malawi,2014,Births attended by skilled health personnel (%),87.4,381
Malawi,2010,Births attended by skilled health personnel (%),71.4,444
Malawi,2006,Births attended by skilled health personnel (%),53.6,566
Malaysia,2017,Births attended by skilled health personnel (%),99.6,29
Malaysia,2016,Births attended by skilled health personnel (%),99.5,29
Malaysia,2015,Births attended by skilled health personnel (%),99.4,30
Malaysia,2014,Births attended by skilled health personnel (%),98.97,30
Malaysia,2013,Births attended by skilled health personnel (%),98.8,30
Malaysia,2012,Births attended by skilled health personnel (%),98.7,30
Malaysia,2011,Births attended by skilled health personnel (%),98.6,30
Malaysia,2010,Births attended by skilled health personnel (%),98.6,30
Malaysia,2009,Births attended by skilled health personnel (%),98.6,29
Malaysia,2008,Births attended by skilled health personnel (%),98.6,29
Malaysia,2007,Births attended by skilled health personnel (%),98.6,30
Malaysia,2006,Births attended by skilled health personnel (%),98.4,30
Malaysia,2005,Births attended by skilled health personnel (%),98.1,31
Malaysia,2004,Births attended by skilled health personnel (%),98,32
Malaysia,2003,Births attended by skilled health personnel (%),97.6,33
Malaysia,2002,Births attended by skilled health personnel (%),97,34
Malaysia,2001,Births attended by skilled health personnel (%),96.8,36
Malaysia,2000,Births attended by skilled health personnel (%),96.6,38
Maldives,2017,Births attended by skilled health personnel (%),99.5,53
Maldives,2014,Births attended by skilled health personnel (%),95.6,56
Maldives,2013,Births attended by skilled health personnel (%),95.6,58
Maldives,2012,Births attended by skilled health personnel (%),95.5,60
Maldives,2011,Births attended by skilled health personnel (%),98.8,62
Maldives,2010,Births attended by skilled health personnel (%),98.2,67
Maldives,2009,Births attended by skilled health personnel (%),96.9,71
Maldives,2008,Births attended by skilled health personnel (%),98.3,72
Maldives,2007,Births attended by skilled health personnel (%),96.3,71
Maldives,2006,Births attended by skilled health personnel (%),94.2,71
Maldives,2005,Births attended by skilled health personnel (%),91.6,75
Maldives,2004,Births attended by skilled health personnel (%),84,89
Mali,2015,Births attended by skilled health personnel (%),43.7,620
Mali,2006,Births attended by skilled health personnel (%),49,675
Malta,2017,Births attended by skilled health personnel (%),99.7,6
Malta,2016,Births attended by skilled health personnel (%),99.8,6
Malta,2015,Births attended by skilled health personnel (%),99.8,7
Malta,2014,Births attended by skilled health personnel (%),99.9,6
Malta,2013,Births attended by skilled health personnel (%),99.9,7
Malta,2012,Births attended by skilled health personnel (%),99.5,7
Malta,2011,Births attended by skilled health personnel (%),99.8,7
Malta,2010,Births attended by skilled health personnel (%),99.8,8
Malta,2009,Births attended by skilled health personnel (%),99.8,7
Malta,2008,Births attended by skilled health personnel (%),99.9,8
Malta,2007,Births attended by skilled health personnel (%),99.8,8
Malta,2006,Births attended by skilled health personnel (%),98.8,8
Malta,2005,Births attended by skilled health personnel (%),99.7,8
Malta,2004,Births attended by skilled health personnel (%),99.9,9
Malta,2003,Births attended by skilled health personnel (%),99.5,10
Malta,2002,Births attended by skilled health personnel (%),99.5,9
Malta,2001,Births attended by skilled health personnel (%),99.9,10
Mauritania,2015,Births attended by skilled health personnel (%),69.3,785
Mauritania,2011,Births attended by skilled health personnel (%),65.1,822
Mauritania,2007,Births attended by skilled health personnel (%),57.1,820
Mauritius,2017,Births attended by skilled health personnel (%),99.8,61
Mauritius,2016,Births attended by skilled health personnel (%),99.8,67
Mauritius,2015,Births attended by skilled health personnel (%),99.8,73
Mauritius,2014,Births attended by skilled health personnel (%),99.8,70
Mauritius,2012,Births attended by skilled health personnel (%),99.5,63
Mauritius,2010,Births attended by skilled health personnel (%),99.5,66
Mauritius,2009,Births attended by skilled health personnel (%),99.4,59
Mauritius,2008,Births attended by skilled health personnel (%),99.5,53
Mauritius,2005,Births attended by skilled health personnel (%),99.2,53
Mauritius,2003,Births attended by skilled health personnel (%),98.4,57
Mauritius,2000,Births attended by skilled health personnel (%),99.7,59
Mexico,2016,Births attended by skilled health personnel (%),96.4,34
Mexico,2015,Births attended by skilled health personnel (%),97.7,36
Mexico,2014,Births attended by skilled health personnel (%),95.6,38
Mexico,2012,Births attended by skilled health personnel (%),99.6,41
Mexico,2009,Births attended by skilled health personnel (%),95.3,51
Mexico,2006,Births attended by skilled health personnel (%),93.4,51
Micronesia (Federated States of),2009,Births attended by skilled health personnel (%),100,114
Micronesia (Federated States of),2008,Births attended by skilled health personnel (%),90,118
Micronesia (Federated States of),2006,Births attended by skilled health personnel (%),88,128
Micronesia (Federated States of),2005,Births attended by skilled health personnel (%),82.7,133
Micronesia (Federated States of),2003,Births attended by skilled health personnel (%),84.6,141
Micronesia (Federated States of),2002,Births attended by skilled health personnel (%),81.6,163
Micronesia (Federated States of),2001,Births attended by skilled health personnel (%),85.7,150
Micronesia (Federated States of),2000,Births attended by skilled health personnel (%),88,154
Mongolia,2013,Births attended by skilled health personnel (%),98.9,51
Mongolia,2010,Births attended by skilled health personnel (%),98.8,66
Mongolia,2008,Births attended by skilled health personnel (%),99.4,80
Mongolia,2005,Births attended by skilled health personnel (%),99.2,98
Mongolia,2004,Births attended by skilled health personnel (%),99.7,106
Montenegro,2013,Births attended by skilled health personnel (%),99,6
Montenegro,2009,Births attended by skilled health personnel (%),99.5,8
Montenegro,2008,Births attended by skilled health personnel (%),99.9,8
Montenegro,2007,Births attended by skilled health personnel (%),99.7,8
Montenegro,2006,Births attended by skilled health personnel (%),99.7,9
Montenegro,2005,Births attended by skilled health personnel (%),99,9
Montenegro,2004,Births attended by skilled health personnel (%),98.3,10
Montenegro,2003,Births attended by skilled health personnel (%),98.9,11
Montenegro,2002,Births attended by skilled health personnel (%),98,11
Montenegro,2001,Births attended by skilled health personnel (%),96.6,12
Montenegro,2000,Births attended by skilled health personnel (%),99.1,12
Morocco,2011,Births attended by skilled health personnel (%),73.6,86
Morocco,2010,Births attended by skilled health personnel (%),74.1,92
Mozambique,2015,Births attended by skilled health personnel (%),73,318
Mozambique,2011,Births attended by skilled health personnel (%),54.3,389
Mozambique,2008,Births attended by skilled health personnel (%),55.3,471
Myanmar,2016,Births attended by skilled health personnel (%),60.2,245
Myanmar,2010,Births attended by skilled health personnel (%),70.6,265
Myanmar,2007,Births attended by skilled health personnel (%),63.9,287
Namibia,2013,Births attended by skilled health personnel (%),88.2,231
Namibia,2007,Births attended by skilled health personnel (%),81.4,306
Nepal,2016,Births attended by skilled health personnel (%),58,200
Nepal,2014,Births attended by skilled health personnel (%),55.6,231
Nepal,2011,Births attended by skilled health personnel (%),36,285
Nepal,2006,Births attended by skilled health personnel (%),18.7,386
Nepal,2000,Births attended by skilled health personnel (%),11.9,553
New Zealand,2017,Births attended by skilled health personnel (%),96.6,9
New Zealand,2015,Births attended by skilled health personnel (%),96.3,10
New Zealand,2014,Births attended by skilled health personnel (%),96.6,10
New Zealand,2013,Births attended by skilled health personnel (%),96.6,9
New Zealand,2012,Births attended by skilled health personnel (%),96.9,10
New Zealand,2011,Births attended by skilled health personnel (%),96.7,10
New Zealand,2010,Births attended by skilled health personnel (%),96.7,11
New Zealand,2009,Births attended by skilled health personnel (%),96.7,11
New Zealand,2008,Births attended by skilled health personnel (%),96.7,10
New Zealand,2007,Births attended by skilled health personnel (%),96.7,11
New Zealand,2006,Births attended by skilled health personnel (%),96.8,11
New Zealand,2005,Births attended by skilled health personnel (%),96.6,11
New Zealand,2004,Births attended by skilled health personnel (%),94,11
New Zealand,2003,Births attended by skilled health personnel (%),98.2,12
New Zealand,2002,Births attended by skilled health personnel (%),99.2,12
New Zealand,2001,Births attended by skilled health personnel (%),96.6,11
New Zealand,2000,Births attended by skilled health personnel (%),97.3,12
Nicaragua,2017,Births attended by skilled health personnel (%),96,98
Nicaragua,2016,Births attended by skilled health personnel (%),95,100
Nicaragua,2015,Births attended by skilled health personnel (%),95,101
Nicaragua,2014,Births attended by skilled health personnel (%),95,103
Nicaragua,2013,Births attended by skilled health personnel (%),93.8,105
Nicaragua,2012,Births attended by skilled health personnel (%),88,108
Nicaragua,2011,Births attended by skilled health personnel (%),74,110
Nicaragua,2010,Births attended by skilled health personnel (%),74,112
Nicaragua,2007,Births attended by skilled health personnel (%),73.7,121
Niger,2015,Births attended by skilled health personnel (%),39.7,555
Niger,2012,Births attended by skilled health personnel (%),29.3,616
Niger,2006,Births attended by skilled health personnel (%),17.7,739
Nigeria,2017,Births attended by skilled health personnel (%),43,917
Nigeria,2013,Births attended by skilled health personnel (%),35.2,951
Nigeria,2011,Births attended by skilled health personnel (%),47.3,972
Nigeria,2008,Births attended by skilled health personnel (%),34.4,996
Norway,2017,Births attended by skilled health personnel (%),99.2,2
Norway,2016,Births attended by skilled health personnel (%),99.1,3
Norway,2015,Births attended by skilled health personnel (%),99.1,3
Norway,2014,Births attended by skilled health personnel (%),99.1,3
Norway,2013,Births attended by skilled health personnel (%),99.1,3
Norway,2012,Births attended by skilled health personnel (%),99.2,3
Norway,2011,Births attended by skilled health personnel (%),99.2,4
Norway,2010,Births attended by skilled health personnel (%),99.1,4
Norway,2009,Births attended by skilled health personnel (%),99.2,4
Norway,2008,Births attended by skilled health personnel (%),99.2,4
Norway,2007,Births attended by skilled health personnel (%),99.1,4
Norway,2006,Births attended by skilled health personnel (%),99.2,4
Norway,2005,Births attended by skilled health personnel (%),99.2,5
Norway,2004,Births attended by skilled health personnel (%),99.1,5
Norway,2003,Births attended by skilled health personnel (%),99,5
Norway,2002,Births attended by skilled health personnel (%),99.1,5
Norway,2001,Births attended by skilled health personnel (%),99.1,5
Norway,2000,Births attended by skilled health personnel (%),99,6
Oman,2014,Births attended by skilled health personnel (%),99.7,18
Oman,2013,Births attended by skilled health personnel (%),98.6,18
Oman,2012,Births attended by skilled health personnel (%),98.6,18
Oman,2011,Births attended by skilled health personnel (%),98.6,18
Oman,2010,Births attended by skilled health personnel (%),98.6,18
Oman,2009,Births attended by skilled health personnel (%),98.6,18
Oman,2008,Births attended by skilled health personnel (%),98.6,18
Oman,2007,Births attended by skilled health personnel (%),99,18
Oman,2006,Births attended by skilled health personnel (%),98,18
Oman,2005,Births attended by skilled health personnel (%),98,19
Oman,2000,Births attended by skilled health personnel (%),96.8,20
Pakistan,2013,Births attended by skilled health personnel (%),52.1,166
Pakistan,2012,Births attended by skilled health personnel (%),51,173
Pakistan,2011,Births attended by skilled health personnel (%),43,180
Pakistan,2009,Births attended by skilled health personnel (%),41,199
Pakistan,2007,Births attended by skilled health personnel (%),38.8,214
Pakistan,2005,Births attended by skilled health personnel (%),31,237
Pakistan,2002,Births attended by skilled health personnel (%),23,264
Panama,2017,Births attended by skilled health personnel (%),94.2,52
Panama,2016,Births attended by skilled health personnel (%),94.6,55
Panama,2015,Births attended by skilled health personnel (%),95,58
Panama,2014,Births attended by skilled health personnel (%),93.9,60
Panama,2013,Births attended by skilled health personnel (%),91.4,66
Panama,2012,Births attended by skilled health personnel (%),94.3,74
Panama,2011,Births attended by skilled health personnel (%),93.5,76
Panama,2010,Births attended by skilled health personnel (%),92.7,79
Panama,2009,Births attended by skilled health personnel (%),94.2,82
Panama,2008,Births attended by skilled health personnel (%),91.8,84
Panama,2007,Births attended by skilled health personnel (%),91.5,86
Panama,2006,Births attended by skilled health personnel (%),91,88
Panama,2005,Births attended by skilled health personnel (%),91.1,88
Panama,2004,Births attended by skilled health personnel (%),91.3,88
Panama,2003,Births attended by skilled health personnel (%),92.5,93
Panama,2002,Births attended by skilled health personnel (%),94.2,91
Panama,2001,Births attended by skilled health personnel (%),92.1,86
Panama,2000,Births attended by skilled health personnel (%),90.5,91
Papua New Guinea,2006,Births attended by skilled health personnel (%),53,187
Papua New Guinea,2004,Births attended by skilled health personnel (%),39,213
Paraguay,2017,Births attended by skilled health personnel (%),97.3,84
Paraguay,2016,Births attended by skilled health personnel (%),96.6,86
Paraguay,2015,Births attended by skilled health personnel (%),96.3,88
Paraguay,2014,Births attended by skilled health personnel (%),96.4,91
Paraguay,2012,Births attended by skilled health personnel (%),95.7,98
Paraguay,2011,Births attended by skilled health personnel (%),96.3,103
Paraguay,2010,Births attended by skilled health personnel (%),95.6,108
Paraguay,2009,Births attended by skilled health personnel (%),93.8,113
Paraguay,2008,Births attended by skilled health personnel (%),87.2,118
Paraguay,2006,Births attended by skilled health personnel (%),90.5,130
Paraguay,2005,Births attended by skilled health personnel (%),87.5,137
Paraguay,2004,Births attended by skilled health personnel (%),87.3,144
Paraguay,2003,Births attended by skilled health personnel (%),86.3,150
Paraguay,2002,Births attended by skilled health personnel (%),85.8,155
Peru,2017,Births attended by skilled health personnel (%),93.6,88
Peru,2016,Births attended by skilled health personnel (%),92.4,91
Peru,2015,Births attended by skilled health personnel (%),91.6,94
Peru,2014,Births attended by skilled health personnel (%),90,96
Peru,2013,Births attended by skilled health personnel (%),89.1,98
Peru,2012,Births attended by skilled health personnel (%),86.7,100
Peru,2011,Births attended by skilled health personnel (%),85,102
Peru,2010,Births attended by skilled health personnel (%),83.8,104
Peru,2009,Births attended by skilled health personnel (%),82.5,106
Peru,2008,Births attended by skilled health personnel (%),79.4,108
Philippines,2017,Births attended by skilled health personnel (%),84.4,121
Philippines,2013,Births attended by skilled health personnel (%),72.8,136
Philippines,2011,Births attended by skilled health personnel (%),72.2,141
Philippines,2008,Births attended by skilled health personnel (%),62.2,148
Poland,2017,Births attended by skilled health personnel (%),99.8,2
Poland,2016,Births attended by skilled health personnel (%),99.8,2
Poland,2015,Births attended by skilled health personnel (%),99.8,2
Poland,2014,Births attended by skilled health personnel (%),99.8,2
Poland,2013,Births attended by skilled health personnel (%),99.8,3
Poland,2012,Births attended by skilled health personnel (%),99.8,3
Poland,2011,Births attended by skilled health personnel (%),99.8,3
Poland,2010,Births attended by skilled health personnel (%),99.8,3
Poland,2009,Births attended by skilled health personnel (%),99.7,3
Poland,2008,Births attended by skilled health personnel (%),99.4,4
Poland,2007,Births attended by skilled health personnel (%),99.4,4
Poland,2006,Births attended by skilled health personnel (%),99.4,4
Poland,2005,Births attended by skilled health personnel (%),99.3,4
Poland,2004,Births attended by skilled health personnel (%),99.8,5
Poland,2003,Births attended by skilled health personnel (%),99.8,5
Poland,2002,Births attended by skilled health personnel (%),99.8,5
Poland,2001,Births attended by skilled health personnel (%),99.8,6
Poland,2000,Births attended by skilled health personnel (%),99.4,7
Portugal,2017,Births attended by skilled health personnel (%),98.8,8
Portugal,2016,Births attended by skilled health personnel (%),98.8,9
Portugal,2015,Births attended by skilled health personnel (%),98.9,9
Portugal,2014,Births attended by skilled health personnel (%),98.9,8
Portugal,2013,Births attended by skilled health personnel (%),99,8
Qatar,2017,Births attended by skilled health personnel (%),100,9
Qatar,2016,Births attended by skilled health personnel (%),100,9
Qatar,2015,Births attended by skilled health personnel (%),99.9,9
Qatar,2014,Births attended by skilled health personnel (%),99.9,10
Qatar,2012,Births attended by skilled health personnel (%),100,10
Qatar,2011,Births attended by skilled health personnel (%),100,10
Qatar,2010,Births attended by skilled health personnel (%),100,10
Qatar,2009,Births attended by skilled health personnel (%),100,10
Qatar,2008,Births attended by skilled health personnel (%),100,11
Qatar,2007,Births attended by skilled health personnel (%),100,11
Qatar,2006,Births attended by skilled health personnel (%),100,11
Qatar,2005,Births attended by skilled health personnel (%),100,12
Qatar,2004,Births attended by skilled health personnel (%),100,13
Qatar,2003,Births attended by skilled health personnel (%),100,13
Qatar,2002,Births attended by skilled health personnel (%),100,13
Qatar,2001,Births attended by skilled health personnel (%),100,14
Qatar,2000,Births attended by skilled health personnel (%),100,14
Republic of Korea,2015,Births attended by skilled health personnel (%),100,12
Republic of Korea,2012,Births attended by skilled health personnel (%),99.8,13
Republic of Korea,2009,Births attended by skilled health personnel (%),99.9,16
Republic of Korea,2003,Births attended by skilled health personnel (%),99.9,16
Republic of Moldova,2017,Births attended by skilled health personnel (%),99.7,19
Republic of Moldova,2016,Births attended by skilled health personnel (%),99.7,20
Republic of Moldova,2015,Births attended by skilled health personnel (%),99.7,22
Republic of Moldova,2014,Births attended by skilled health personnel (%),99.7,23
Republic of Moldova,2013,Births attended by skilled health personnel (%),99.8,21
Republic of Moldova,2012,Births attended by skilled health personnel (%),99.2,22
Republic of Moldova,2011,Births attended by skilled health personnel (%),99.4,21
Republic of Moldova,2010,Births attended by skilled health personnel (%),99.2,29
Republic of Moldova,2009,Births attended by skilled health personnel (%),99.7,28
Republic of Moldova,2008,Births attended by skilled health personnel (%),99.5,29
Republic of Moldova,2007,Births attended by skilled health personnel (%),99.6,31
Republic of Moldova,2006,Births attended by skilled health personnel (%),99.6,31
Republic of Moldova,2005,Births attended by skilled health personnel (%),99.5,34
Republic of Moldova,2004,Births attended by skilled health personnel (%),99.3,32
Republic of Moldova,2003,Births attended by skilled health personnel (%),99.4,36
Republic of Moldova,2002,Births attended by skilled health personnel (%),99.6,38
Republic of Moldova,2001,Births attended by skilled health personnel (%),99,39
Republic of Moldova,2000,Births attended by skilled health personnel (%),98,44
The former Yugoslav Republic of Macedonia,2017,Births attended by skilled health personnel (%),99.9,7
The former Yugoslav Republic of Macedonia,2016,Births attended by skilled health personnel (%),99.9,8
The former Yugoslav Republic of Macedonia,2015,Births attended by skilled health personnel (%),99.9,8
The former Yugoslav Republic of Macedonia,2014,Births attended by skilled health personnel (%),99.9,8
The former Yugoslav Republic of Macedonia,2013,Births attended by skilled health personnel (%),99.9,8
The former Yugoslav Republic of Macedonia,2012,Births attended by skilled health personnel (%),99.9,8
The former Yugoslav Republic of Macedonia,2011,Births attended by skilled health personnel (%),89.1,8
The former Yugoslav Republic of Macedonia,2010,Births attended by skilled health personnel (%),99.9,8
The former Yugoslav Republic of Macedonia,2009,Births attended by skilled health personnel (%),99.8,8
The former Yugoslav Republic of Macedonia,2008,Births attended by skilled health personnel (%),99.7,8
The former Yugoslav Republic of Macedonia,2007,Births attended by skilled health personnel (%),99.6,10
The former Yugoslav Republic of Macedonia,2006,Births attended by skilled health personnel (%),99.2,10
The former Yugoslav Republic of Macedonia,2005,Births attended by skilled health personnel (%),99.1,10
The former Yugoslav Republic of Macedonia,2004,Births attended by skilled health personnel (%),99,11
The former Yugoslav Republic of Macedonia,2003,Births attended by skilled health personnel (%),99,10
The former Yugoslav Republic of Macedonia,2002,Births attended by skilled health personnel (%),98.2,12
The former Yugoslav Republic of Macedonia,2001,Births attended by skilled health personnel (%),97.6,12
The former Yugoslav Republic of Macedonia,2000,Births attended by skilled health personnel (%),97.7,13
Romania,2017,Births attended by skilled health personnel (%),95.6,19
Romania,2016,Births attended by skilled health personnel (%),95.3,21
Romania,2015,Births attended by skilled health personnel (%),94.6,21
Romania,2014,Births attended by skilled health personnel (%),98.5,21
Romania,2013,Births attended by skilled health personnel (%),98.5,21
Romania,2012,Births attended by skilled health personnel (%),99.5,23
Romania,2011,Births attended by skilled health personnel (%),99.4,24
Romania,2010,Births attended by skilled health personnel (%),99.5,27
Romania,2009,Births attended by skilled health personnel (%),99.5,28
Romania,2008,Births attended by skilled health personnel (%),99.4,28
Romania,2007,Births attended by skilled health personnel (%),98.8,30
Romania,2006,Births attended by skilled health personnel (%),98.2,32
Romania,2005,Births attended by skilled health personnel (%),98.1,35
Romania,2003,Births attended by skilled health personnel (%),99.2,43
Romania,2002,Births attended by skilled health personnel (%),99.1,47
Romania,2001,Births attended by skilled health personnel (%),99,49
Romania,2000,Births attended by skilled health personnel (%),99,54
Russian Federation,2014,Births attended by skilled health personnel (%),99.7,19
Russian Federation,2013,Births attended by skilled health personnel (%),99.7,20
Russian Federation,2012,Births attended by skilled health personnel (%),99.7,22
Russian Federation,2011,Births attended by skilled health personnel (%),99.7,23
Russian Federation,2010,Births attended by skilled health personnel (%),99.7,25
Russian Federation,2009,Births attended by skilled health personnel (%),99.7,27
Russian Federation,2008,Births attended by skilled health personnel (%),99.6,30
Russian Federation,2007,Births attended by skilled health personnel (%),99.6,32
Russian Federation,2006,Births attended by skilled health personnel (%),99.5,36
Russian Federation,2005,Births attended by skilled health personnel (%),99.4,42
Russian Federation,2004,Births attended by skilled health personnel (%),99.4,45
Russian Federation,2003,Births attended by skilled health personnel (%),99.4,49
Russian Federation,2002,Births attended by skilled health personnel (%),99.3,51
Russian Federation,2001,Births attended by skilled health personnel (%),99.3,53
Russian Federation,2000,Births attended by skilled health personnel (%),99.2,56
Rwanda,2015,Births attended by skilled health personnel (%),90.7,275
Rwanda,2010,Births attended by skilled health personnel (%),69,373
Rwanda,2008,Births attended by skilled health personnel (%),52.1,427
Rwanda,2005,Births attended by skilled health personnel (%),38.6,643
Saint Lucia,2017,Births attended by skilled health personnel (%),100,117
Saint Lucia,2015,Births attended by skilled health personnel (%),99.1,115
Saint Lucia,2014,Births attended by skilled health personnel (%),99.1,104
Saint Lucia,2012,Births attended by skilled health personnel (%),98.7,116
Saint Lucia,2010,Births attended by skilled health personnel (%),98.5,109
Saint Lucia,2008,Births attended by skilled health personnel (%),100,93
Saint Lucia,2007,Births attended by skilled health personnel (%),100,87
Saint Lucia,2006,Births attended by skilled health personnel (%),97.9,82
Saint Lucia,2005,Births attended by skilled health personnel (%),100,83
Saint Lucia,2004,Births attended by skilled health personnel (%),100,89
Saint Lucia,2003,Births attended by skilled health personnel (%),99,92
Saint Lucia,2002,Births attended by skilled health personnel (%),98,90
Saint Lucia,2000,Births attended by skilled health personnel (%),100,86
Saint Vincent and the Grenadines,2016,Births attended by skilled health personnel (%),98.6,67
Saint Vincent and the Grenadines,2015,Births attended by skilled health personnel (%),98.7,64
Saint Vincent and the Grenadines,2014,Births attended by skilled health personnel (%),99.9,69
Saint Vincent and the Grenadines,2013,Births attended by skilled health personnel (%),99,73
Saint Vincent and the Grenadines,2012,Births attended by skilled health personnel (%),99.2,71
Saint Vincent and the Grenadines,2011,Births attended by skilled health personnel (%),98.8,64
Saint Vincent and the Grenadines,2010,Births attended by skilled health personnel (%),98.3,63
Saint Vincent and the Grenadines,2009,Births attended by skilled health personnel (%),98.9,67
Saint Vincent and the Grenadines,2008,Births attended by skilled health personnel (%),99.2,70
Saint Vincent and the Grenadines,2007,Births attended by skilled health personnel (%),100,67
Saint Vincent and the Grenadines,2005,Births attended by skilled health personnel (%),100,59
Saint Vincent and the Grenadines,2004,Births attended by skilled health personnel (%),100,64
Saint Vincent and the Grenadines,2002,Births attended by skilled health personnel (%),100,72
Saint Vincent and the Grenadines,2001,Births attended by skilled health personnel (%),100,75
Saint Vincent and the Grenadines,2000,Births attended by skilled health personnel (%),100,80
Samoa,2014,Births attended by skilled health personnel (%),82.5,47
Samoa,2009,Births attended by skilled health personnel (%),80.8,58
Samoa,2000,Births attended by skilled health personnel (%),80,88
Sao Tome and Principe,2014,Births attended by skilled health personnel (%),92.5,131
Sao Tome and Principe,2009,Births attended by skilled health personnel (%),81.7,145
Sao Tome and Principe,2006,Births attended by skilled health personnel (%),80.7,158
Saudi Arabia,2017,Births attended by skilled health personnel (%),99.7,17
Saudi Arabia,2013,Births attended by skilled health personnel (%),98,17
Saudi Arabia,2010,Births attended by skilled health personnel (%),97,19
Saudi Arabia,2009,Births attended by skilled health personnel (%),97,20
Saudi Arabia,2008,Births attended by skilled health personnel (%),97,20
Saudi Arabia,2007,Births attended by skilled health personnel (%),97,21
Saudi Arabia,2006,Births attended by skilled health personnel (%),96,21
Saudi Arabia,2005,Births attended by skilled health personnel (%),96,22
Saudi Arabia,2000,Births attended by skilled health personnel (%),91,24
Senegal,2017,Births attended by skilled health personnel (%),68.4,315
Senegal,2016,Births attended by skilled health personnel (%),58.6,330
Senegal,2015,Births attended by skilled health personnel (%),53.2,346
Senegal,2014,Births attended by skilled health personnel (%),59.1,364
Senegal,2013,Births attended by skilled health personnel (%),50.5,381
Senegal,2011,Births attended by skilled health personnel (%),65.1,423
Senegal,2005,Births attended by skilled health personnel (%),51.9,519
Serbia,2014,Births attended by skilled health personnel (%),99.9,12
Serbia,2013,Births attended by skilled health personnel (%),99.9,12
Serbia,2012,Births attended by skilled health personnel (%),99,12
Serbia,2011,Births attended by skilled health personnel (%),99,12
Serbia,2010,Births attended by skilled health personnel (%),99.7,12
Serbia,2009,Births attended by skilled health personnel (%),99.8,12
Serbia,2008,Births attended by skilled health personnel (%),99.7,12
Serbia,2007,Births attended by skilled health personnel (%),99.8,12
Serbia,2006,Births attended by skilled health personnel (%),99.7,12
Serbia,2005,Births attended by skilled health personnel (%),99.7,12
Serbia,2004,Births attended by skilled health personnel (%),98.7,13
Serbia,2003,Births attended by skilled health personnel (%),98.5,13
Serbia,2002,Births attended by skilled health personnel (%),99.2,13
Serbia,2001,Births attended by skilled health personnel (%),98.2,13
Serbia,2000,Births attended by skilled health personnel (%),98,13
Seychelles,2012,Births attended by skilled health personnel (%),99,55
Seychelles,2011,Births attended by skilled health personnel (%),99,55
Seychelles,2010,Births attended by skilled health personnel (%),99,55
Seychelles,2009,Births attended by skilled health personnel (%),99,55
Seychelles,2008,Births attended by skilled health personnel (%),100,55
Seychelles,2007,Births attended by skilled health personnel (%),100,55
Seychelles,2006,Births attended by skilled health personnel (%),99,55
Seychelles,2005,Births attended by skilled health personnel (%),99,55
Seychelles,2000,Births attended by skilled health personnel (%),99,53
Sierra Leone,2017,Births attended by skilled health personnel (%),81.6,1120
Sierra Leone,2013,Births attended by skilled health personnel (%),59.7,1180
Sierra Leone,2010,Births attended by skilled health personnel (%),60.8,1360
Sierra Leone,2008,Births attended by skilled health personnel (%),42.4,1530
Sierra Leone,2005,Births attended by skilled health personnel (%),40,1760
Singapore,2017,Births attended by skilled health personnel (%),99.5,8
Singapore,2016,Births attended by skilled health personnel (%),99.6,8
Singapore,2015,Births attended by skilled health personnel (%),99.6,9
Singapore,2014,Births attended by skilled health personnel (%),99.7,8
Singapore,2013,Births attended by skilled health personnel (%),99.6,9
Singapore,2012,Births attended by skilled health personnel (%),99.7,10
Singapore,2011,Births attended by skilled health personnel (%),99.7,10
Singapore,2010,Births attended by skilled health personnel (%),99.7,10
Singapore,2009,Births attended by skilled health personnel (%),99.7,10
Singapore,2008,Births attended by skilled health personnel (%),99.8,11
Singapore,2007,Births attended by skilled health personnel (%),99.7,12
Singapore,2006,Births attended by skilled health personnel (%),99.7,13
Singapore,2005,Births attended by skilled health personnel (%),99.7,13
Singapore,2004,Births attended by skilled health personnel (%),99.7,14
Singapore,2003,Births attended by skilled health personnel (%),99.7,13
Singapore,2002,Births attended by skilled health personnel (%),99.7,14
Singapore,2001,Births attended by skilled health personnel (%),99.6,13
Singapore,2000,Births attended by skilled health personnel (%),99.7,13
Slovakia,2017,Births attended by skilled health personnel (%),98.8,5
Slovakia,2016,Births attended by skilled health personnel (%),98.1,6
Slovakia,2015,Births attended by skilled health personnel (%),97,6
Slovakia,2014,Births attended by skilled health personnel (%),98.3,5
Slovakia,2013,Births attended by skilled health personnel (%),98.6,6
Slovakia,2012,Births attended by skilled health personnel (%),99.5,6
Slovakia,2011,Births attended by skilled health personnel (%),99,6
